1,396,104
2,360,104
3,328,106
4,307,107
5,293,109
6,274,110
7,266,111
8,257,111
9,249,113
10,240,111
11,226,112
12,219,108
13,216,108
14,201,106
15,190,112
16,272,107
17,266,105
18,258,106
19,252,105
20,241,107
21,233,103
22,229,103
23,222,101
24,216,101
25,213,96
26,209,93
27,204,92
28,200,89
29,194,88
30,194,86
31,248,86
32,239,83
33,235,81
34,230,80
35,228,75
36,221,74
37,219,70
38,215,69
39,212,66
40,212,63
41,209,60
42,205,55
43,203,55
44,201,53
45,200,55
46,217,53
47,216,52
48,212,54
49,209,57
50,204,56
51,202,57
52,196,57
53,193,57
54,187,54
55,186,51
56,183,52
57,180,51
58,180,48
59,179,46
60,178,44
61,210,43
62,206,43
63,203,40
64,200,40
65,200,38
66,197,36
67,196,35
68,195,34
69,193,30
70,192,30
71,191,29
72,190,29
73,190,28
74,194,27
75,194,28
76,230,28
77,230,28
78,228,30
79,229,28
80,227,27
81,227,25
82,228,23
83,228,23
84,227,23
85,225,22
86,224,22
87,224,22
88,228,19
89,227,19
90,227,19
91,266,19
92,266,19
93,264,19
94,266,19
95,266,18
96,266,18
97,267,18
98,268,16
99,266,16
100,266,16
101,265,15
102,263,14
103,268,13
104,268,13
105,271,14
106,313,14
107,313,13
108,312,15
109,313,15
110,311,15
111,311,15
112,312,15
113,316,16
114,314,15
115,316,15
116,313,15
117,313,15
118,315,13
119,317,13
120,317,13
121,378,14
122,377,14
123,374,14
124,374,14
125,374,14
126,372,14
127,376,14
128,378,14
129,377,14
130,377,14
131,376,13
132,376,13
133,379,13
134,382,14
135,383,12
136,454,12
137,454,12
138,454,14
139,452,14
140,451,14
141,449,14
142,451,14
143,460,14
144,460,13
145,461,13
146,459,13
147,463,13
148,470,13
149,473,13
150,477,13
151,557,14
152,557,14
153,556,15
154,560,15
155,556,14
156,554,14
157,562,14
158,566,14
159,563,14
160,565,14
161,564,13
162,562,13
163,571,12
164,573,13
165,574,14
166,658,14
167,657,14
168,652,16
169,654,16
170,653,16
171,652,16
172,657,16
173,665,16
174,661,15
175,663,14
176,659,14
177,658,14
178,666,14
179,664,14
180,662,14
181,785,15
182,785,14
183,780,14
184,780,14
185,781,14
186,779,14
187,784,14
188,796,14
189,792,14
190,797,14
191,794,13
192,792,13
193,801,13
194,799,14
195,802,15
196,951,15
197,947,16
198,942,19
199,940,19
200,941,19
201,939,19
202,947,19
203,959,19
204,955,19
205,952,18
206,947,18
207,944,18
208,954,17
209,954,17
210,955,17
211,997,18
212,996,18
213,991,18
214,988,18
215,985,18
216,984,18
217,998,18
218,1000,18
219,997,18
220,998,18
221,993,18
222,998,18
223,1000,18
224,1000,18
225,1000,19
226,1000,19
227,999,20
228,997,22
229,999,22
230,999,22
231,995,22
232,1000,22
233,999,23
234,995,22
235,1000,21
236,995,21
237,994,21
238,1000,21
239,1000,21
240,1000,21
241,996,21
242,995,21
243,990,21
244,987,21
245,985,21
246,978,21
247,993,21
248,1000,21
249,994,21
250,1000,21
251,992,21
252,991,21
253,1000,21
254,999,22
255,1000,23
256,988,23
257,983,24
258,977,28
259,977,28
260,980,28
261,978,27
262,996,27
263,999,28
264,995,28
265,996,27
266,990,27
267,991,26
268,997,23
269,998,23
270,1000,23
271,970,24
272,964,24
273,961,24
274,963,24
275,962,23
276,959,23
277,983,23
278,998,22
279,993,22
280,1000,22
281,997,21
282,996,21
283,999,21
284,1000,22
285,998,23
286,942,23
287,940,24
288,938,30
289,937,30
290,939,30
291,934,30
292,957,30
293,966,31
294,961,31
295,961,31
296,958,31
297,959,30
298,987,30
299,994,30
300,998,30
301,935,30
302,928,30
303,927,30
304,930,30
305,935,30
306,932,30
307,971,30
308,990,28
309,987,28
310,991,28
311,985,28
312,983,28
313,990,27
314,994,27
